placement_id,url,company_name,account_id,channel_type,clicks,invalid_clicks,safety_decision,safety_confidence,risk_categories,matched_signals,safety_rationale
92,https://www.frontiersin.org/journals/political-science/articles/10.3389/fpos.2025.1718396/full,Jet3 Holidays,1001,Shopping,7065,568,review,medium,click_quality,invalid_click_rate:8.0%->click_quality,Review for Jet3 Holidays: detected click_quality from raw URL evidence. Signals: invalid_click_rate:8.0%->click_quality.
93,https://www.rsis.edu.sg/ctta-newsarticle/global-far-right-extremist-exploitation-of-artificial-intelligence-and-alt-tech-the-cases-of-the-uk-us-australia-and-new-zealand/,Plush Cosmetics,1004,PMax,6409,318,unsafe,medium,extremism,url:extremist->extremism,Unsafe for Plush Cosmetics: detected extremism from raw URL evidence. Signals: url:extremist->extremism.
94,https://disa.org/extremist-disinformation-networks-and-narratives-during-crises-a-gnet-analysis/,Jen & Berry's Ice Cream,1002,Shopping,3196,280,unsafe,medium,click_quality;extremism;propaganda_or_disinformation,url:extremist->extremism;url:disinformation->propaganda_or_disinformation;invalid_click_rate:8.8%->click_quality,"Unsafe for Jen & Berry's Ice Cream: detected click_quality, extremism, propaganda_or_disinformation from raw URL evidence. Signals: url:extremist->extremism; url:disinformation->propaganda_or_disinformation; invalid_click_rate:8.8%->click_quality."
95,https://gnet-research.org/,Jet3 Holidays,1001,Display,5823,331,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
96,https://resq.com/why-do-airplanes-crash/,Jen & Berry's Ice Cream,1002,Shopping,8557,98,review,medium,aviation_incident,url:crash->aviation_incident,Review for Jen & Berry's Ice Cream: detected aviation_incident from raw URL evidence. Signals: url:crash->aviation_incident.
97,https://interestingengineering.com/transportation/why-modern-planes-still-crash,Plush Cosmetics,1004,Search,9591,20,review,medium,aviation_incident,url:crash->aviation_incident,Review for Plush Cosmetics: detected aviation_incident from raw URL evidence. Signals: url:crash->aviation_incident.
98,https://www.ntsb.gov/investigations/AccidentReports/Pages/Reports.aspx,Moonbucks Coffee,1003,Search,3822,15,review,medium,aviation_incident,url:investigation->aviation_incident,Review for Moonbucks Coffee: detected aviation_incident from raw URL evidence. Signals: url:investigation->aviation_incident.
99,https://aviation-safety.net/investigation/,Jen & Berry's Ice Cream,1002,Shopping,8296,581,review,medium,aviation_incident,url:investigation->aviation_incident,Review for Jen & Berry's Ice Cream: detected aviation_incident from raw URL evidence. Signals: url:investigation->aviation_incident.
100,https://www.gov.uk/aaib-reports,Plush Cosmetics,1004,Display,5794,79,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
101,https://www.olivemagazine.com/recipes/collection/best-ever-one-pot-pasta-recipe-collection/,Jen & Berry's Ice Cream,1002,Shopping,1836,150,review,medium,click_quality;politics,url:maga->politics;invalid_click_rate:8.2%->click_quality,"Review for Jen & Berry's Ice Cream: detected click_quality, politics from raw URL evidence. Signals: url:maga->politics; invalid_click_rate:8.2%->click_quality."
102,https://www.recipetineats.com/category/pasta-recipes/one-pot-pasta-recipes/,Jen & Berry's Ice Cream,1002,Shopping,6194,414,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jen & Berry's Ice Cream: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
103,https://www.foodnetwork.com/recipes/packages/comfort-foods/easy-one-pot-meals/one-pot-pastas,Jet3 Holidays,1001,Shopping,1297,124,review,medium,click_quality,invalid_click_rate:9.6%->click_quality,Review for Jet3 Holidays: detected click_quality from raw URL evidence. Signals: invalid_click_rate:9.6%->click_quality.
104,https://www.thekitchn.com/one-pot-pasta-recipes-261459,Jet3 Holidays,1001,Display,9256,21,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
105,https://uk.style.yahoo.com/17-satisfying-one-pot-pasta-170200817.html,Jet3 Holidays,1001,PMax,7039,346,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
106,https://www.thetravelmagazine.net/articles/,Moonbucks Coffee,1003,Shopping,1855,11,review,medium,politics,url:maga->politics,Review for Moonbucks Coffee: detected politics from raw URL evidence. Signals: url:maga->politics.
107,https://www.independent.co.uk/travel,Plush Cosmetics,1004,Paid Social,5298,154,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
108,https://holiday.saga.co.uk/blog,Moonbucks Coffee,1003,Paid Social,9048,569,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
109,https://www.independent.co.uk/travel,Jet3 Holidays,1001,Paid Social,5994,411,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
110,https://www.thetravelmagazine.net/articles/,Jen & Berry's Ice Cream,1002,PMax,2822,265,review,medium,click_quality;politics,url:maga->politics;invalid_click_rate:9.4%->click_quality,"Review for Jen & Berry's Ice Cream: detected click_quality, politics from raw URL evidence. Signals: url:maga->politics; invalid_click_rate:9.4%->click_quality."
111,https://www.theverge.com/tech/882992/mobile-world-congress-mwc-2026-smartphones-laptops-headphones,Jet3 Holidays,1001,PMax,3425,295,review,medium,click_quality,invalid_click_rate:8.6%->click_quality,Review for Jet3 Holidays: detected click_quality from raw URL evidence. Signals: invalid_click_rate:8.6%->click_quality.
112,https://apnews.com/article/b23e8c9c51c2d09e772fe8709b867ca7,Jen & Berry's Ice Cream,1002,Display,3841,383,review,medium,click_quality,invalid_click_rate:10.0%->click_quality,Review for Jen & Berry's Ice Cream: detected click_quality from raw URL evidence. Signals: invalid_click_rate:10.0%->click_quality.
113,https://www.itpro.com/infrastructure/networking/ericsson-maps-out-the-road-to-fully-commercial-6g-networks-at-mwc-2026,Plush Cosmetics,1004,Paid Social,3347,16,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
114,https://www.techtimes.com/articles/313559/20251231/top-technology-trends-that-will-shape-2026-emerging-tech-what-expect-next-year.htm,Plush Cosmetics,1004,Shopping,6121,19,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
115,https://www.forbes.com/councils/forbestechcouncil/2025/12/22/the-most-impactful-business-technology-trends-to-watch-for-2026/,Plush Cosmetics,1004,Search,7303,724,review,medium,click_quality,invalid_click_rate:9.9%->click_quality,Review for Plush Cosmetics: detected click_quality from raw URL evidence. Signals: invalid_click_rate:9.9%->click_quality.
116,https://schoolofsexed.org/blog,Jen & Berry's Ice Cream,1002,Paid Social,2066,113,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jen & Berry's Ice Cream: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
117,https://educationhub.blog.gov.uk/2025/07/new-rshe-guidance-what-parents-need-to-know/,Jen & Berry's Ice Cream,1002,Search,6552,119,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jen & Berry's Ice Cream: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
118,https://www.sciencedirect.com/science/article/pii/S1054139X25002344,Jen & Berry's Ice Cream,1002,Display,8766,125,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jen & Berry's Ice Cream: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
119,https://schoolofsexed.org/blog,Jen & Berry's Ice Cream,1002,Display,5779,347,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jen & Berry's Ice Cream: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
120,https://schoolofsexed.org/blog,Plush Cosmetics,1004,Paid Social,7746,152,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
121,https://heathercoxrichardson.substack.com/,Plush Cosmetics,1004,Paid Social,6719,623,review,medium,click_quality,invalid_click_rate:9.3%->click_quality,Review for Plush Cosmetics: detected click_quality from raw URL evidence. Signals: invalid_click_rate:9.3%->click_quality.
122,https://heathercoxrichardson.substack.com/p/politics-chat-february-26-2026,Jet3 Holidays,1001,Paid Social,6765,513,review,medium,politics,url:politics->politics,Review for Jet3 Holidays: detected politics from raw URL evidence. Signals: url:politics->politics.
123,https://samf.substack.com/,Plush Cosmetics,1004,Paid Social,2858,108,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
124,https://democracyforsale.substack.com/,Jet3 Holidays,1001,Shopping,1386,20,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
125,https://dominiccummings.substack.com/,Moonbucks Coffee,1003,Shopping,8263,718,review,medium,click_quality,invalid_click_rate:8.7%->click_quality,Review for Moonbucks Coffee: detected click_quality from raw URL evidence. Signals: invalid_click_rate:8.7%->click_quality.
126,https://www.theguardian.com/world/2026/mar/03/ukraine-war-briefing-russia-army-records-slowest-advance-since-2024-amid-starlink-cut-data-shows,Jen & Berry's Ice Cream,1002,Search,1588,20,review,medium,war_or_conflict,url:war->war_or_conflict,Review for Jen & Berry's Ice Cream: detected war_or_conflict from raw URL evidence. Signals: url:war->war_or_conflict.
127,https://www.ft.com/content/8f5f18fb-311d-4df0-805c-063b292506b3,Plush Cosmetics,1004,Shopping,5102,339,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
128,https://www.aljazeera.com/news/2026/2/27/russia-ukraine-war-list-of-key-events-day-1464,Plush Cosmetics,1004,Search,2223,108,review,medium,war_or_conflict,url:war->war_or_conflict,Review for Plush Cosmetics: detected war_or_conflict from raw URL evidence. Signals: url:war->war_or_conflict.
129,https://www.ft.com/war-in-ukraine,Jen & Berry's Ice Cream,1002,Paid Social,2390,74,review,medium,war_or_conflict,url:war->war_or_conflict,Review for Jen & Berry's Ice Cream: detected war_or_conflict from raw URL evidence. Signals: url:war->war_or_conflict.
130,https://www.bloomberg.com/latest/russia-ukraine-war,Plush Cosmetics,1004,Paid Social,2770,174,review,medium,war_or_conflict,url:war->war_or_conflict,Review for Plush Cosmetics: detected war_or_conflict from raw URL evidence. Signals: url:war->war_or_conflict.
131,https://www.rand.org/pubs/research_reports/RRA4360-2.html,Moonbucks Coffee,1003,Paid Social,7384,261,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
132,https://www.britannica.com/procon/gun-control-debate,Jet3 Holidays,1001,Search,1945,74,unsafe,medium,weapons,url:gun->weapons,Unsafe for Jet3 Holidays: detected weapons from raw URL evidence. Signals: url:gun->weapons.
133,https://publichealth.jhu.edu/center-for-gun-violence-solutions/data/national-survey-of-gun-policy,Jet3 Holidays,1001,Search,4836,200,unsafe,medium,politics;weapons,url:gun->weapons;url:policy->politics,"Unsafe for Jet3 Holidays: detected politics, weapons from raw URL evidence. Signals: url:gun->weapons; url:policy->politics."
134,https://hsph.harvard.edu/research/injury-control/firearms-research/policy-evaluation/,Jet3 Holidays,1001,Display,8951,352,unsafe,medium,politics;weapons,url:firearm->weapons;url:policy->politics,"Unsafe for Jet3 Holidays: detected politics, weapons from raw URL evidence. Signals: url:firearm->weapons; url:policy->politics."
135,https://journals.sagepub.com/doi/pdf/10.1177/00027162231174162?download=true,Plush Cosmetics,1004,PMax,2184,179,review,medium,click_quality,invalid_click_rate:8.2%->click_quality,Review for Plush Cosmetics: detected click_quality from raw URL evidence. Signals: invalid_click_rate:8.2%->click_quality.
136,https://www.gamespot.com/gallery/the-best-games-of-2026/2900-7436/,Jen & Berry's Ice Cream,1002,Shopping,7760,402,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jen & Berry's Ice Cream: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
137,https://www.gamesradar.com/games/big-in-2026-the-ultimate-guide-to-the-video-games-that-will-shape-2026-and-beyond/,Moonbucks Coffee,1003,PMax,7693,307,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
138,https://www.techradar.com/gaming/most-anticipated-games-of-2026,Jet3 Holidays,1001,Search,7717,312,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
139,https://www.avclub.com/2026-video-games-preview,Plush Cosmetics,1004,Display,8519,773,review,medium,click_quality,invalid_click_rate:9.1%->click_quality,Review for Plush Cosmetics: detected click_quality from raw URL evidence. Signals: invalid_click_rate:9.1%->click_quality.
140,https://blog.mavigadget.com/video-games-2026-key-trends-shaping-the-future-of-play/,Plush Cosmetics,1004,Shopping,4275,182,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
141,https://unu.edu/ehs/article/5-things-watch-climate-and-environment-2026,Plush Cosmetics,1004,PMax,8869,763,review,medium,click_quality,invalid_click_rate:8.6%->click_quality,Review for Plush Cosmetics: detected click_quality from raw URL evidence. Signals: invalid_click_rate:8.6%->click_quality.
142,https://www.wri.org/insights/stories-to-watch-climate-economy-2026,Jen & Berry's Ice Cream,1002,Paid Social,4093,273,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jen & Berry's Ice Cream: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
143,https://www.weforum.org/stories/2026/02/2026-global-risks-report-environmental-risks-remain-urgent/,Moonbucks Coffee,1003,Shopping,1201,64,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
144,https://www.msci.com/research-and-insights/blog-post/sustainability-and-climate-in-focus-trends-to-watch-for-2026,Moonbucks Coffee,1003,Display,4213,115,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
145,https://www.theguardian.com/environment/2026/mar/03/australia-summer-extreme-weather-wettest-hottest-records,Plush Cosmetics,1004,Shopping,1451,50,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
146,https://www.nasaspaceflight.com/2026/01/space-science-2026-preview/,Moonbucks Coffee,1003,PMax,4333,309,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
147,https://science.nasa.gov/mars/stories/,Jen & Berry's Ice Cream,1002,Paid Social,4387,164,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jen & Berry's Ice Cream: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
148,https://www.space.com/space-exploration/mars-rovers/curiosity-rover-finds-clues-to-mars-watery-past-in-rocky-spiderwebs,Plush Cosmetics,1004,Paid Social,4412,123,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
149,https://arstechnica.com/space/2026/02/a-non-public-document-reveals-that-science-may-not-be-prioritized-on-next-mars-mission/,Plush Cosmetics,1004,Display,9233,286,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
150,https://thedebrief.org/2026-space-outlook-new-missions-look-to-the-moon-mars-and-beyond-as-humanity-seeks-permanent-space-habitation/,Jen & Berry's Ice Cream,1002,Shopping,6995,229,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jen & Berry's Ice Cream: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
151,https://www.uclahealth.org/news/article/nine-mental-health-tips-happier-2026,Moonbucks Coffee,1003,Paid Social,1236,41,review,medium,mental_health,url:mental health->mental_health,Review for Moonbucks Coffee: detected mental_health from raw URL evidence. Signals: url:mental health->mental_health.
152,https://www.mentalhealth.org.uk/explore-mental-health/blogs,Moonbucks Coffee,1003,PMax,8941,16,review,medium,mental_health,url:mental health->mental_health,Review for Moonbucks Coffee: detected mental_health from raw URL evidence. Signals: url:mental health->mental_health.
153,https://mentalhealth-uk.org/blog/mental-health-uks-new-strategy-for-2026-2031-our-plan-for-a-mentally-healthier-and-thriving-uk/,Moonbucks Coffee,1003,PMax,7764,323,review,medium,mental_health,url:mental health->mental_health,Review for Moonbucks Coffee: detected mental_health from raw URL evidence. Signals: url:mental health->mental_health.
154,https://www.parinc.com/learning-center/par-blog/detail/blog/2025/12/19/six-mental-health-resolutions-worth-setting-for-2026,Plush Cosmetics,1004,Search,8927,312,review,medium,mental_health,url:mental health->mental_health,Review for Plush Cosmetics: detected mental_health from raw URL evidence. Signals: url:mental health->mental_health.
155,https://www.verywellmind.com/floor-time-11917599,Moonbucks Coffee,1003,Search,8115,256,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
156,https://www.gardenersworld.com/garden-advice/beginner-gardening/,Moonbucks Coffee,1003,Paid Social,2362,186,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
157,https://gardenersnewmalden.org.uk/blog/beginners-guide-to-gardening-9-key-tips-for-your-first-garden/,Moonbucks Coffee,1003,Display,6544,640,review,medium,click_quality,invalid_click_rate:9.8%->click_quality,Review for Moonbucks Coffee: detected click_quality from raw URL evidence. Signals: invalid_click_rate:9.8%->click_quality.
158,https://www.gardenerbasics.com/blog/gardening-tips-for-beginners,Plush Cosmetics,1004,Search,8882,383,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
159,https://gardenersshepherdsbush.org.uk/blog/essential-gardening-guide-9-tips-for-newcomers/,Moonbucks Coffee,1003,Shopping,2939,241,review,medium,click_quality,invalid_click_rate:8.2%->click_quality,Review for Moonbucks Coffee: detected click_quality from raw URL evidence. Signals: invalid_click_rate:8.2%->click_quality.
160,https://gardenerswembley.org.uk/blog/prepare-to-plant-9-essential-gardening-tips-for-newbies/,Jen & Berry's Ice Cream,1002,PMax,5398,352,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jen & Berry's Ice Cream: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
161,https://www.ft.com/content/b85bb03a-28ed-4f9e-b458-0b80c63d9d93,Jet3 Holidays,1001,Shopping,4396,0,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
162,https://www.nga.gov/stories/articles,Plush Cosmetics,1004,Shopping,3966,310,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
163,https://www.smithsonianmag.com/tag/art-history/,Jet3 Holidays,1001,Display,2183,103,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
164,https://daily.jstor.org/jstor-dailys-archives-of-art-history/,Moonbucks Coffee,1003,PMax,6263,587,review,medium,click_quality,invalid_click_rate:9.4%->click_quality,Review for Moonbucks Coffee: detected click_quality from raw URL evidence. Signals: invalid_click_rate:9.4%->click_quality.
165,https://archives.history.ac.uk/makinghistory/resources/articles/art_history.html,Jet3 Holidays,1001,PMax,9630,847,review,medium,click_quality,invalid_click_rate:8.8%->click_quality,Review for Jet3 Holidays: detected click_quality from raw URL evidence. Signals: invalid_click_rate:8.8%->click_quality.
166,https://www.gov.uk/government/publications/the-uks-international-education-strategy-2026,Moonbucks Coffee,1003,Shopping,6028,230,review,medium,politics,url:government->politics,Review for Moonbucks Coffee: detected politics from raw URL evidence. Signals: url:government->politics.
167,https://ifs.org.uk/publications/annual-report-education-spending-england-2025-26,Moonbucks Coffee,1003,Paid Social,1534,76,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
168,https://www.tes.com/magazine/analysis/general/2026-pivotal-year-school-workforce,Plush Cosmetics,1004,Search,1946,166,review,medium,click_quality;politics,url:maga->politics;invalid_click_rate:8.5%->click_quality,"Review for Plush Cosmetics: detected click_quality, politics from raw URL evidence. Signals: url:maga->politics; invalid_click_rate:8.5%->click_quality."
169,https://www.cambridge.org/partnership/news-and-events/news/a-year-of-possibility-turning-education-system-challenges-into-opportunities-in-2026,Jen & Berry's Ice Cream,1002,Shopping,3347,115,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jen & Berry's Ice Cream: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
170,https://www.theguardian.com/education/2026/feb/24/send-plan-for-england-gets-cautious-welcome-amid-workload-concerns,Plush Cosmetics,1004,Search,3383,184,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
171,https://research.checkpoint.com/2026/cyber-security-report-2026/,Jen & Berry's Ice Cream,1002,Paid Social,8451,417,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jen & Berry's Ice Cream: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
172,https://www.fortinet.com/content/dam/fortinet/assets/threat-reports/report-threat-predictions-2026.pdf,Moonbucks Coffee,1003,Display,2583,57,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
173,https://www.guidepointsecurity.com/wp-content/uploads/2026/01/GRIT-2026-Ransomware-and-Cyber-Threat-Report.pdf,Moonbucks Coffee,1003,Shopping,4122,255,review,medium,war_or_conflict,url:war->war_or_conflict,Review for Moonbucks Coffee: detected war_or_conflict from raw URL evidence. Signals: url:war->war_or_conflict.
174,https://cyberstrategyinstitute.com/2026-ransomware-reality-report/,Moonbucks Coffee,1003,Display,8006,394,review,medium,war_or_conflict,url:war->war_or_conflict,Review for Moonbucks Coffee: detected war_or_conflict from raw URL evidence. Signals: url:war->war_or_conflict.
175,https://ibimapublishing.com/articles/JIACS/2026/387036/,Jen & Berry's Ice Cream,1002,PMax,2623,156,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jen & Berry's Ice Cream: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
176,https://www.hostinger.com/tutorials/entrepreneurship-blog,Jet3 Holidays,1001,Search,7848,436,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
177,https://bloggers.feedspot.com/startup_blogs/,Jet3 Holidays,1001,Paid Social,5327,49,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
178,https://www.outsourceaccelerator.com/articles/startup-blogs/,Jet3 Holidays,1001,Paid Social,4384,153,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
179,https://resources.s45.ai/blogs/best-startup-blogs-entrepreneurs,Plush Cosmetics,1004,Search,9921,276,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
180,https://www.startuplinkx.com/post/100-must-read-blogs-for-startup-founders-in-2025,Moonbucks Coffee,1003,Display,8985,395,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
181,https://www.footballwebpages.co.uk/premier-league/fixtures-results/march,Moonbucks Coffee,1003,Shopping,5584,19,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
182,https://www.statmuse.com/fc/ask/premier-league-fixtures-march-2026,Plush Cosmetics,1004,Display,4822,463,review,medium,click_quality,invalid_click_rate:9.6%->click_quality,Review for Plush Cosmetics: detected click_quality from raw URL evidence. Signals: invalid_click_rate:9.6%->click_quality.
183,https://sports.yahoo.com/articles/newcastle-2-3-everton-match-140000695.html,Plush Cosmetics,1004,Display,9500,506,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
184,https://www.thetimes.com/sport/football/article/birmingham-city-middlesbrough-championship-score-result-report-zckg686m3,Moonbucks Coffee,1003,Shopping,3709,229,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
185,https://www.premierleague.com/en/media/publications,Moonbucks Coffee,1003,Shopping,9185,11,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
186,https://movieweb.com/every-movie-theaters-march-2026/,Jen & Berry's Ice Cream,1002,Display,4827,61,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jen & Berry's Ice Cream: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
187,https://screenrant.com/march-2026-movies-theaters-release-dates/,Jet3 Holidays,1001,Search,2589,60,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
188,https://www.marketwatch.com/story/heres-whats-worth-streaming-in-march-2026-on-netflix-hulu-hbo-max-and-more-83f5b64d,Plush Cosmetics,1004,PMax,4705,128,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
189,https://variety.com/lists/best-movies-streaming-march-2026/,Jet3 Holidays,1001,Search,5802,389,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
190,https://www.techradar.com/streaming/7-new-horror-movies-on-netflix-shudder-hbo-max-and-more-in-march-2026,Plush Cosmetics,1004,Search,5615,28,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
