placement_id,url,company_name,account_id,channel_type,clicks,invalid_clicks
226,https://www.youtube.com/watch?v=Zc5ceIkihYE,Jet3 Holidays,1001,Youtube,2374,75
227,https://www.youtube.com/watch?v=PvTMxwPI4_0,Moonbucks Coffee,1003,Youtube,6737,599
228,https://www.youtube.com/watch?v=uny2nOMpYKg,Moonbucks Coffee,1003,Youtube,9066,182
229,https://www.youtube.com/watch?v=R--1IfIPcc0,Plush Cosmetics,1004,Youtube,7787,343
230,https://www.youtube.com/watch?v=x-zw0OXfmCY,Plush Cosmetics,1004,Youtube,2858,108
231,https://www.youtube.com/watch?v=-_WGnyzfy18,Jen & Berry's Ice Cream,1002,Youtube,1386,20
232,https://www.youtube.com/watch?v=A6ihDeJ6l6g,Jen & Berry's Ice Cream,1002,Youtube,8263,718
233,https://www.youtube.com/watch?v=WLMgbV3uaz8,Moonbucks Coffee,1003,Youtube,1588,20
234,https://www.youtube.com/watch?v=B1pwyCl5ymE,Plush Cosmetics,1004,Youtube,5102,339
235,https://www.youtube.com/watch?v=SSoYw_5txdQ,Jet3 Holidays,1001,Youtube,2223,108
236,https://www.youtube.com/watch?v=llGvsgN17CQ,Moonbucks Coffee,1003,Youtube,2390,74
237,https://www.youtube.com/watch?v=UCc-e7tE-NM,Moonbucks Coffee,1003,Youtube,2770,174
238,https://www.youtube.com/watch?v=BHqqGlGoIeo,Jet3 Holidays,1001,Youtube,7384,261
239,https://www.youtube.com/watch?v=jyI0wRCPQpw,Jet3 Holidays,1001,Youtube,1945,74
240,https://www.youtube.com/watch?v=SHVdARnDR8M,Jet3 Holidays,1001,Youtube,4836,200
241,https://www.youtube.com/watch?v=yI32Ijk9Lbs,Jet3 Holidays,1001,Youtube,2390,74
242,https://www.youtube.com/watch?v=z8UbYfEk_3U,Jet3 Holidays,1001,Youtube,2770,174
243,https://www.youtube.com/watch?v=N3kxGX2PL2w,Jet3 Holidays,1001,Youtube,7384,261
244,https://www.youtube.com/watch?v=62HNX1fLqFw,Jet3 Holidays,1001,Youtube,2700,174
245,https://www.youtube.com/watch?v=_9aUy56n-yI,Jet3 Holidays,1001,Youtube,17284,1260
246,https://www.youtube.com/watch?v=ZijxdRhquR8,Jet3 Holidays,1001,Youtube,3841,383
247,https://www.youtube.com/watch?v=UyF6UoaG_bQ,Jet3 Holidays,1001,Youtube,3347,16
248,https://www.youtube.com/watch?v=obxSbQoTe_8,Jet3 Holidays,1001,Youtube,6121,19
249,https://www.youtube.com/watch?v=hs3hWO4ZBvo,Jet3 Holidays,1001,Youtube,8895,22
250,https://www.youtube.com/watch?v=SkY1DiyCqTU,Jet3 Holidays,1001,Youtube,11669,25
